4.50000000000000	22
3.50000000000000	6
2	3
5	5
3	47
4.50000000000000	119
5	9
2.50000000000000	20
2	21
2.50000000000000	14
2	12
2.50000000000000	29
4.50000000000000	7
3	9
4.50000000000000	6
3.50000000000000	53
3.50000000000000	25
4	11
3.50000000000000	16
4	14
3.50000000000000	32
3.50000000000000	152
3	9
3.50000000000000	8
5	36
4	20
4	14
2	57
5	3
3	64
3.50000000000000	4
2.50000000000000	8
4	8
4	12
4	14
3.50000000000000	6
4.50000000000000	12
2.50000000000000	100
5	6
2.50000000000000	9
4.50000000000000	8
4.50000000000000	3
3	4
4	4
3.50000000000000	10
5	7
4.50000000000000	52
5	3
4.50000000000000	6
3.50000000000000	45
4	13
5	3
2.50000000000000	11
5	5
4	4
5	7
4	19
3	7
4	51
5	3
4	14
4.50000000000000	4
5	5
4.50000000000000	6
2	4
3.50000000000000	6
1	3
4.50000000000000	15
2.50000000000000	15
4.50000000000000	66
2.50000000000000	28
2	44
5	16
1.50000000000000	7
4.50000000000000	10
3.50000000000000	5
5	3
4	3
5	3
5	8
2.50000000000000	3
3	6
5	18
5	4
4.50000000000000	10
3.50000000000000	13
2.50000000000000	39
2	5
2	3
2	16
4	5
5	3
2	8
5	12
3.50000000000000	26
3	19
4	5
4.50000000000000	27
3.50000000000000	3
3.50000000000000	13
4	7
3.50000000000000	3
3	6
5	7
3	8
3	5
2.50000000000000	10
4.50000000000000	3
4	9
3.50000000000000	3
3.50000000000000	14
3.50000000000000	4
1.50000000000000	3
2.50000000000000	13
3.50000000000000	7
2.50000000000000	3
3.50000000000000	4
4	5
2.50000000000000	14
2.50000000000000	19
3.50000000000000	12
5	3
2	3
3.50000000000000	14
3.50000000000000	13
5	4
3.50000000000000	20
3.50000000000000	73
3.50000000000000	83
4	33
4.50000000000000	11
3.50000000000000	6
4	7
3.50000000000000	19
2.50000000000000	11
3.50000000000000	10
3	4
3	7
4	9
4.50000000000000	8
4	5
3.50000000000000	3
5	3
4	141
4.50000000000000	4
4	9
2.50000000000000	3
3.50000000000000	23
3.50000000000000	45
3.50000000000000	54
2.50000000000000	12
3.50000000000000	12
4	4
4.50000000000000	19
4.50000000000000	15
4	3
3	3
4	13
4	9
5	7
2.50000000000000	4
1	3
4.50000000000000	6
5	7
4.50000000000000	6
4	41
5	5
4.50000000000000	14
5	3
4	13
4.50000000000000	6
4.50000000000000	4
5	3
4	12
4.50000000000000	140
3	11
4	3
5	3
4	6
4	5
5	3
4	55
5	3
4	23
2.50000000000000	9
4	4
2.50000000000000	3
4.50000000000000	4
3.50000000000000	3
3.50000000000000	10
4	5
3.50000000000000	3
3	3
3	4
4	10
4.50000000000000	69
4	9
3.50000000000000	11
3.50000000000000	8
2.50000000000000	4
4.50000000000000	10
3	6
2.50000000000000	8
2.50000000000000	10
3	8
3.50000000000000	81
4	6
4.50000000000000	10
5	4
3	9
2.50000000000000	6
3.50000000000000	4
5	4
2	4
3.50000000000000	6
4	7
1.50000000000000	14
4	5
4.50000000000000	3
1.50000000000000	6
3.50000000000000	41
2.50000000000000	4
4	4
1	3
4	83
3	38
4	44
4.50000000000000	6
2.50000000000000	5
4	30
4.50000000000000	67
3.50000000000000	17
4.50000000000000	17
3	6
4.50000000000000	65
3.50000000000000	6
5	17
4.50000000000000	31
4.50000000000000	44
2	3
5	5
5	12
4	134
4	11
3	4
